When-Taking-Survey,First-Time,Status,Status-Other,Department,Research,Field,OS,With-Friend,Programming-Usage,Current-Tools,Have-Dataset,Data-Management-Strategy,Data-Analysis-Workflow,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Hope-to-Learn,Workshop-in-US
1,1,5,,Molecuar Genetics,9 ,Marker assisted selection for sugarbeet plant breeding,3,1,1, 2         ,3,3,3,4,4,3,3,,2
1,1,0,Deputy Director of Assessment,Data Carpentry, Educational Research,Assessment of learning outcomes.,1,2,3, 2      9  ,1,2,2,4,3,3,3,To learn how to run analyses in R,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
2,,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Molecular Genetics, Plant science,Mechanism of waterlogging tolerance in plant,3,3,1,         10 ,2,3,3,4,5,4,4,How to handle and analyze big data set,2
1,,,,,  ,,,,,           ,,,,,,,,,
2,1,2,,Ecology and Evolution,9 ,"I study sexual selection and female mating choice, and male pathogen resistance, using Drosophila flies. ",3,1,,           ,,,,,,,,,
1,1,2,,Evolutionary biology,9 ,I am looking resistance coming from receptors of the innate immune system l,1,1,4,    5      ,1,3,3,1,1,1,1,I would like to look what are th easiest options to organise data.,2
1,1,2,,Ecology,10 ,How does biodiversity affect ecosystem functioning in freshwater systems? How does spatial connectivity modulate this effect?,1,2,4, 2  5      ,1,4,3,5,5,5,5,"- I don't really know how to write loops to make things repeatable rather than running them each individually, so I would like to become more efficient with my scripts  - my data is currently stored in individual csv files, maybe there is a better database way of handling this?",2
2,1,4,,,9 ,Genetics of epigenetics and regulation of mammalian meiosis. We produce lots of ChIP-seq and RNA-seq results using mice and look for genes that regulate recombination initiation or chromatin mark positioning.,3,1,1,           ,2,3,3,4,5,5,3,,1
2,1,2,,Bioinformatics,14 ,Applied statistics and bioinformatics education,1,1,6, 2  56  9  ,1,4,4,5,5,5,5,,1
1,,,,,  ,,,,,           ,,,,,,,,,
2,1,4,,Biochemistry,9 ,Whole genome analyses of dsRNA viruse.s.    Ion Torrent whole exon sequence and gene sequnce analyses. ,3,1,2, 2         ,2,2,2,5,5,5,5,To be able to start to help myself in this field.,2
1,1,2,,Ecology and Behaviour,10 ,I'm studying cognition in cleaner fish.,3,1,5, 2  5      ,2,0,0,5,4,4,3,"to be better in managing data, in a more efficient way",2
1,1,6,,University Library, n/a Systems Librarian,I work with a system that can potentially be queried with python and it's current BI structure is based on Oracle SQL.,1,3,3, 2 4       ,1,4,4,5,4,4,4,The possibilities of using Ro or Python to query data sets.,2
2,2,,,,  ,,,,,           ,,,,,,,,,
1,1,3,,Biochemistry,9 ,Application of dynamic nuclear polarization and nuclear magnetic resonance spectroscopy to understand cardiac metabolism under different physiologies.,2,2,5, 2  567 9  ,3,2,3,5,5,5,5,Effective data management strategies  Using R effectively.,1
1,,,,,  ,,,,,           ,,,,,,,,,
2,1,0,research scientist,,9 ,genetic eye disorders,1,3,1, 2         ,2,4,4,4,4,4,4,analyze DNA sequence data,1
1,1,2,,Microbiology,9 ,The possible use of endospores for paleoecological studies.,3,3,3, 2  5      ,1,3,3,4,5,3,3,Learn new tools for organizing and treating my data sets and discover the possibilities offered by the programs presented during the course.,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
2,,,,,  ,,,,,           ,,,,,,,,,
1,1,3,,Molecular genetics,9 ,Looking for Candidate genes that control hemoglobin switching,1,1,3,    5      ,2,2,1,5,5,5,3,,1
1,2,6,,Research,9 ,"Hematology, RBC development",1,1,2, 2         ,4,4,4,4,3,3,3,command line tricks,1
2,1,2,,Environmental Biology,10 ,Population spatial structure in humpback whales,3,2,6, 23 567    ,2,2,2,5,5,4,3,additional data analysis tools,1
1,2,3,,Genetic Resource Sciences,9 ,I study developmental genetics with a focus on patterning of the developing embryo.,1,1,3,    5      ,2,2,1,4,5,5,4,Learn basic data management for large sequencing data sets,1
1,1,4,,Research,9 ,Disease mechanisms in ciliopathies,1,1,2, 2         ,2,1,1,5,5,5,3,getting started,1
2,1,6,,Peters,9 ,Basic research on erythropoiesis and diseases of the blood.,1,1,1, 2         ,4,3,3,5,3,3,3,functionality,1
2,2,6,,Molecular Genetics,9 ,Genetics of kidney disease and aging,1,2,2, 2         ,2,3,2,4,4,2,4,Basic unix language for application in Image analysis,1
2,2,4,,Research,15 ,Basic mechanisms of erythropoiesis in health and deisease,1,1,1, 2         ,2,3,3,5,5,3,3,anything is a plus!,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,0,data analyst - municipal government,,6 ,Economic data analysis in real estate domain for municipal government. ,2,2,5, 2  5      ,2,0,3,5,5,5,4,organized workflow,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,System Genetics,9 ,"We are looking at the genetics of various forms of kidney disease and kidney dysfunctions through QTL mapping, GWAS, and system genetics using mouse models.",3,1,1, 2         ,4,3,3,5,3,3,3,"I would like to understand the basics of coding with R, how data is tracked in R, and how to create reproducible and traceable data analysis results. I would also like to be aware of good note keeping and data management strategies for R or python analysis in scientific fields.",1
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,4,,Inst for Integrative Toxicology,9 ,Computational Toxicology and Genomics,2,2,5, 2  56     ,1,3,3,5,5,5,5,Learn new genomics tools and better organize my computational workflow.,1
2,1,2,,Biochemistry and Molecular Biology,9 ,Specialized metabolism in angiosperms,1,2,2, 2         ,2,3,2,5,5,5,3,How to use HPC resources to analyze bioinformatics data,1
2,1,2,,Biochemistry and Molecular Biology,  ,Sporulation and development in Myxococcus xanthus and Bacillus subtilis,3,2,1, 2         ,3,2,2,5,5,4,3,Working with genomic analysis,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,3,,Epidemiology and Biostatistics, Statistical genomics,Statistical methods for analysis of genomic data from complex traits or diseases.,1,2,6,    5      ,4,3,3,5,5,5,3,"To understand data related to NGS experiments; To analyze NGS data following a proper workflow, quality control steps; To visualize results and make proper interpretation of them.",1
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,3,,"Department of Plant, Soil & Microbial Sciences MSU",9 ,"I am a Plant Breeder, always generates and handles the breeding data.  However with advent of molecular breeding i am intended to learn how to analyze the said data.  ",3,3,1,          Windostat,4,0,0,5,4,4,3,To analyze the molecular breeding data,1
1,1,0,PhD,Plant Biology,10 ,"plant nutrition, and my PhD project is aimed to find out why some lupinus species prefer acid soils, while some others prefer calcareous soils",3,3,5, 2  5      ,1,3,3,5,5,5,3,"Never used these programmes in the coming workshop, hope could have an idea and help me to better analyze my data",2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Genome Technologies,16 ,Technologist in Genome Technologies. I currently operate Illumina sequencers. I am also involved with library rep and nucleic acid isolation.,3,1,1, 2         ,2,3,3,5,3,3,3,I would like to understand how to use fastq files.,1
1,1,6,,IBio,10 ,"We are currently using MiSeq amplicon (e.g., 16S and ITS) libraries to characterize microbial communities. We are interested in how environmental stress (e.g., desiccation and N amendment) affects microbial community stability.",1,2,2, 2  5   9  ,2,2,2,5,5,5,4,Become more comfortable with our lab's bioinformatics pipeline.,1
1,2,3,,Microbiology and Molecular Genetics,9 ,"I study molecular epidemiology of infectious diseases, i.e. Campylobacteriosis. I am interested in learning bioinformatic tools to analyze whole genome sequencing data of pathogens.",1,3,1, 2         ,2,3,3,5,4,3,4,Using R for molecular data,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Genetic Resource Science, Scientific data curator/annotate mouse genome,"define and describe spontaneous mouse mutations, annotate mouse genome",1,2,1, 23       databases such as MGI,4,0,0,4,4,4,3,basic 101 of computational biology/data management/processing,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Genome Technologies- Scientific Services,9 ,High throughput sequencing core lab manager.,3,1,1, 2         ,2,3,2,1,3,3,3,,1
1,1,3,,Molecular Oncology,9 ,DNA topology and its effect on replication and transcription,1,3,1, 2         ,4,0,0,5,5,3,3,,2
1,1,3,,DNA Metabolism,9 ,Defining metabolic profiles of cells coming from A-T patients versus healthy Controls,1,1,1, 2         ,1,1,1,4,4,4,3,Organizing and better understanding my experimental data,1
1,1,4,,Plant Breeding and Genetics,9 ,Identification of QTLs for Pythium resistance in Soybean,3,1,2, 2         ,4,0,0,4,4,4,3,,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,3,,,9 ,,1,3,1, 2         ,4,3,3,4,3,3,3,,2
1,1,3,,Earth and Environment, Transport,"GPS data, Public Transport Data",3,2,3, 2         ,2,2,2,5,5,5,5,Hands on data analysis,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,3,,plant biology,9 ,using RNA-Seq to identify the contigs differentially expressed between the susceptible and resistant plant populations to herbicide. ,3,3,1, 2      9  ,1,2,2,5,3,3,3,I am struggling with my RNA-Seq data which need Linux or Python software to analyse. I hope I can learn more information about it.,2
1,1,2,,Biochemistry,9 ,"Molecular biochemistry, researching and characterizing different enzymes in humans.",3,1,3, 2         ,4,2,2,5,4,3,2,"Skills in R, Excel and data analysis.",2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Microbiology/Environmental Sciences,9 ,Soil microbiome of coal mine rehabilitation site.    Are there microbial species markers (bio-markers) for the prediction of ecosystem recovery?  ,3,1,3, 2  5     SPSS,3,3,4,5,5,4,4,To improve my knowledge of R and data management,2
1,2,3,,Microbiology,9 ,We are interested in understanding the microbiome of dung beetles feeding on various dung types. We aim to achieve this via NGS using the Illumina MiSeq platform. Understanding these microbiome dynamics will aid research towards lignocellulosic bio-fuels production.,3,1,2, 2         ,4,3,3,5,4,3,3,"My current understanding of computational tools for ""omics"" is rather limited. I hope to broaden my understanding in such a manner that I am capable of applying these tools to my microbial metagenomic studies. ",2
1,1,3,,Microbiology and Molecular Genetics,9 ,Microbial ecology,3,1,1, 2         ,2,2,2,5,5,5,5,How to use R or Python for my data analyses,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Molecular Genetics,9 ,Currently working on the expression of viral proteins in a bacterial model. ,3,1,1, 2         ,4,0,0,4,3,3,3,How to use the knowledge I gain from this workshop to help further studies of my project.,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,0,Visiting Scholar,Biotechnology,9 ,Assessing the genetic diversity of crops of food and  nutritional security as well of economic importance in Ethiopia using modern molecular techniques in order to use those with superior quality for marker assisted breeding in the future. ,3,1,1, 2        SPSS,4,0,0,5,5,5,3,"I would be happy if I could learn how to data management strategy, analysis and interpretation of the results of the analysis. This will be helpful for my future career as a researcher.",1
1,,,,,  ,,,,,           ,,,,,,,,,
2,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,4,,"Plant,Soil, and Microbial Sciences",9 ,"Sugar beet genetics, genomics, and germplasm enhancement.",1,2,2, 23     9  ,1,2,2,5,5,5,5,Organize and access my 5 TB of sequence,1
1,1,2,,PSM,9 ,mapping of disease resistance gene,3,1,3,    5      ,4,2,2,5,4,4,4,how to deal with sequence data,1
1,1,6,,Microbiology,9 ,We are investigation the microbiome of dung beetles,2,1,2, 23        ,2,3,3,5,5,3,3,Learn the correct way to approach the analysis of NGS data,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,4,,Nutrition, nutrigenetics,How nutrients interact with genes in determining risk factors for chronic disease,3,1,2,          Statistica,1,3,3,5,5,,,,2
1,1,2,,Biochemistry,9 ,Genome assembly and snp identification in the lovebird,3,1,6, 2      9  ,1,5,5,5,4,4,4,,2
1,1,2,,Biology,10 ,Communication in wild olive baboons,3,1,5,    5      ,2,4,4,4,4,5,3,Learn SQL,2
1,1,6,,Charles Lee Lab,9 ,functional study on PTEN mutation and Autism,1,1,1, 2         ,4,2,2,5,5,5,3,For data analysis and graph making,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Wildlife Ecology and Conservation,10 ,"How significant the role of flying fox in seed dispersal and pollination in Sulawesi, Indonesia?",1,2,3,    5      ,4,2,3,4,5,4,3,Manage data and how to operate R and other database software,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Bioinformatics,14 ,I am currently a graduate student in statistics at the Penn State University. I am also a bioinformatics training analyst at MDIBL. ,1,3,6, 2  56  9  ,1,4,3,5,5,5,3,,1
1,1,6,,Genomic Education,9 ,Educational strategies in genetics/genomics,3,3,2, 2    7    ,4,0,0,5,4,3,3,The basics of processing and QC raw genomic data,1
1,1,3,,DNA editing in Immunology and Epigentics,9 ,DNA instability in the immune system is guarantied by the DNA editing enzyme AID. AID is a DNA deaminase that induces DNA mutations leading to a variety of antibodies or outside the Ig locus to genome instability and hypothetically cancer. We want to understand when and how AID can induce ongogenesis.,1,1,1, 2        Numbers,1,3,2,5,3,3,3,Data Analysis and Data Organisation skills!,2
