"","Start.Date","End.Date","When.Taking.Survey","First.Time","Status","Status.Other","Department","Discipline","Discipline.Other","OS","With.Friend","Programming.Usage","Current.Tools.1","Current.Tools.2","Current.Tools.3","Current.Tools.4","Current.Tools.5","Current.Tools.6","Current.Tools.7","Have.Dataset","Data.Management.Strategy","Data.Analysis.Workflow","Data.Organization","Using.Scripting.Language","Using.R.or.Python","Value.of.SQL.or.Python","Hope.to.Learn","Workshop.in.US","Age","Gender","Gender.Other","Race","Race.Other","year.survey"
"78","7/19/17 16:21","7/19/17 16:23","I am taking this survey before coming to the workshop","Yes","Post-doc","","Environmental Engineering","Earth Sciences ","","Windows","No","Daily","MATLAB","","","","","","","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","Yes","35-44","Female",NA,"Asian / Pacific Islander","","2017"
"79","7/19/17 16:02","7/19/17 16:02","I am taking this survey before coming to the workshop","Yes","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"80","7/19/17 15:57","7/19/17 16:02","I am taking this survey before coming to the workshop","Yes","Post-doc","","JPL","Space Sciences","","Windows","Not sure","Daily","MATLAB","","","","","","","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","Yes","35-44","Female",NA,"Asian / Pacific Islander","","2017"
"81","7/19/17 15:53","7/19/17 16:03","I am taking this survey before coming to the workshop","Yes","Post-doc","","Biology and Biological Engineering","Life Science ","","Apple OS","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Strongly agree","Strongly agree","Neutral","Neutral","Lean how to code in order to analyze data, test and modify data organization, and visualize data in the more efficiently (vs. manual processing).","Yes","25-34","Female",NA,"Asian / Pacific Islander","","2017"
"82","7/19/17 14:25","7/19/17 14:27","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Physics","","Windows","No","Several times a year","Python","MATLAB","","","","","","I am working on generating data","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","Yes","25-34","Male",NA,"No Answer","","2017"
"83","7/19/17 2:28","7/19/17 2:33","I am taking this survey before coming to the workshop","Yes","Staff",""," ","Statistics","","Apple OS","No","Monthly","R","","","","","","","I am working on generating data","Satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","","","Yes","65-74","Male",NA,"White / Caucasian","","2017"
"84","7/19/17 2:06","7/19/17 2:19","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Geological and Planetary Sciences","Earth Sciences ","","Windows","No","I have never programmed","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I do not have data yet","Very unsatisfied","Very unsatisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","some softwares about data analysis ","Yes","25-34","Female",NA,"Asian / Pacific Islander","","2017"
"85","7/18/17 18:27","7/18/17 18:33","I am taking this survey before coming to the workshop","Yes","Graduate Student","","GPS","Earth Sciences ","","Windows","No","Daily","Python","MATLAB","","","","","","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","","Yes","18-24","Female",NA,"Asian / Pacific Islander","","2017"
"86","7/18/17 13:18","7/18/17 13:21","I am taking this survey before coming to the workshop","Yes","Post-doc","","Chemistry and Chemical Engineering","Life Science ","","Windows","No","Daily","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Very unsatisfied","Neutral","Strongly agree","Strongly agree","Agree","Agree","I've never built a fundamental understanding of the programming languages or data management, just improvisation, so I'd like to learn some more to patch up some of the flaws in my coding.","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"87","7/18/17 12:04","7/18/17 12:16","I am taking this survey before coming to the workshop","Yes","Graduate Student","","PMA","No Answer","","Apple OS","No","Monthly","Python","","","","","","","I have data and done a fair bit of analysis","Neutral","Neutral","Agree","Strongly disagree","Agree","Neutral","Effective data organisation and useful statistical analysis techniques.","Yes","18-24","Female",NA,"Prefer not to say","","2017"
"88","7/18/17 12:06","7/18/17 12:09","I am taking this survey before coming to the workshop","Yes","Post-doc",""," ","Chemistry","","Windows","Yes","Weekly","Excel or other spreadsheet program","Python","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"89","7/18/17 11:50","7/18/17 11:57","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Bioengineering","Other","Bioengineering","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","Python","MATLAB","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Neutral","Introduction to Openrefine, R, github. ","Yes","25-34","Male",NA,"Black or African American","","2017"
"90","7/17/17 16:54","7/17/17 16:57","I am taking this survey before coming to the workshop","Yes","Post-doc","","Materials","Other","Materials Science","Windows","Yes","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Unsatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Learn about how data should be treated and arranged more efficiently","No","","No Answer",NA,"No Answer","","2017"
"91","7/17/17 16:46","7/17/17 16:49","I am taking this survey before coming to the workshop","Yes","Post-doc","","Humanities","Humanities","","Windows","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Neutral","Strongly agree","Neutral","Neutral","Neutral","Better organizational and workflow practices for working with data; how to process more efficiently.","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"92","7/17/17 16:06","7/17/17 16:06","I am taking this survey before coming to the workshop","Yes","Undergraduate Student",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"93","7/17/17 15:00","7/17/17 15:08","I am taking this survey before coming to the workshop","Yes","Post-doc","","Biology","No Answer","","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","R","Python","MATLAB","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Satisfied","Strongly agree","Agree","Agree","Strongly agree","Data management strategies and increase profiency of using languages like R (especially Biology and statistical oriented packages) for scientific data analyses.","Yes","35-44","Male",NA,"Prefer not to say","","2017"
"94","7/17/17 14:09","7/17/17 14:10","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"95","7/17/17 14:07","7/17/17 14:09","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"96","7/17/17 5:05","7/17/17 5:07","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Post-doc","","Surgery and Cancer","Medicine","","Apple OS","No","Daily","Excel or other spreadsheet program","R","MATLAB","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Satisfied","Agree","Strongly agree","Strongly agree","Agree","I'm mainly looking to learn more about how to use SQL to handle data","No","","No Answer",NA,"No Answer","","2017"
"97","7/17/17 2:56","7/17/17 3:00","I am taking this survey before coming to the workshop","Yes","Post-doc","","Mathematics","Other","Dynamical Systems","Apple OS","No","Less than once a year","MATLAB","","","","","","","I do not have data yet","Not applicable","Not applicable","Agree","Strongly agree","Agree","Neutral","Learn analyse data, as I have never done it before.","No","","No Answer",NA,"No Answer","","2017"
"98","7/16/17 22:41","7/16/17 22:41","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"99","7/16/17 18:48","7/16/17 18:51","I am taking this survey before coming to the workshop","Yes","Post-doc","","Chemistry","Chemistry","","Windows","No","Monthly","Python","","","","","","","I am working on generating data","Neutral","Satisfied","Agree","Agree","Agree","Neutral","Databases","No","","No Answer",NA,"No Answer","","2017"
"100","7/16/17 16:51","7/16/17 16:55","I am taking this survey before coming to the workshop","Yes","Post-doc","","Computing","Computer Science","","Apple OS","Yes","Daily","MATLAB","","","","","","","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Agree","Neutral","Neutral","Disagree","","No","","No Answer",NA,"No Answer","","2017"
"101","7/16/17 16:48","7/16/17 16:52","I am taking this survey before coming to the workshop","Yes","Post-doc","","Materials","Engineering","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Unsatisfied","Unsatisfied","Agree","Strongly agree","Strongly agree","Neutral","data analysis and management ","No","","No Answer",NA,"No Answer","","2017"
"102","7/16/17 15:00","7/16/17 15:06","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Synthetic Biology","Life Science ","","Windows","No","Weekly","Excel or other spreadsheet program","Python","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Agree","how to make a workflow for data analysis","No","","No Answer",NA,"No Answer","","2017"
"103","7/16/17 12:57","7/16/17 13:01","I am taking this survey before coming to the workshop","Yes","Post-doc","","Chemical Engineering","Engineering","","Apple OS","Not sure","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Unsatisfied","Agree","Neutral","Disagree","Neutral","New ideas for application of programming techniques. ","No","","No Answer",NA,"No Answer","","2017"
