When-Taking-Survey,Information,Atmosphere,Skills,Material,Recommend,Worth,Pace,Balance,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Communicators,Instructors-Enthusiastic,Helpers-Clear-Answers,Helpers-Considerate,Helpers-Communicators,Helpers-Enthusiastic,Enough-Helpers,New-Information,Unix-Shell-Pre,Unix-Shell-Perception,Git-Pre,Git-Perception,Python-Pre,Python-Perception,R-Pre,R-Perception,SQL-Pre,SQL-Perception,Unix-Shell-Knowledge-Increase,Unix-Shell-Intimidating,Git-Knowledge-Increase,Git-Intimidating,Python-Knowledge-Increase,Python-Intimidating,R-Knowledge-Increase,R-Intimidating,SQL-Knowledge-Increase,SQL-Intimidating,After-Unix-Shell-Motivation,After-Git-Motivation,After-Python-Motivation,After-R-Motivation,After-SQL-Motivation,Pipes-Before-Workshop,Pipes-After-Workshop,Loops-Before-Workshop,Loops-After-Workshop,Git-Repo-Before-Workshop,Git-Repo-After-Workshop,Function-Before-Workshop,Function-After-Workshop,Import-Library-Before-Workshop,Import-Library-After-Workshop,Unit-Test-Before-Workshop,Unit-Test-After-Workshop,SQL-Query-Before-Workshop,SQL-Query-After-Workshop,Status,Status-Other,Research-Domain,Gender,Above-18,Workshop-in-US,Likely-to-Recommend
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,Often,Often,All of the time,Often,All of the time,Yes,Most of it,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,Slightly intimidating to me,,,,,Knowledge increased a little,Became much less intimating,Knowledge increased a great deal,No change - (Not less or more intimidating),Knowledge increased a great deal,Became slightly less intimidating,,,,,Much more motivated,Much more motivated,More motivated,,,Maybe,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased greatly,Yes,Confidence increased slightly,Maybe,Confidence increased slightly,,,,,Post-doctoral researcher,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,Yes,Yes,10
"I have recently completed the workshop, and am taking it after I left the event",Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),Sometimes,Often,All of the time,Often,Sometimes,All of the time,All of the time,All of the time,Yes,All of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,No change - (Not less or more intimidating),No increase in my knowledge,N/A - Not covered at this workshop,No increase in my knowledge,N/A - Not covered at this workshop,More motivated,More motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased a bit,No,Confidence increased slightly,No,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased greatly,No,No change in confidence,No,N/A - Not covered at workshop,Graduate Student,,    Humanities   Library and information science      Social sciences  ,Female,Yes,Yes,10
"I have recently completed the workshop, and am taking it after I left the event",Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Too fast,Balanced (lecture/hands-on),Often,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,               ,,,,
"I have recently completed the workshop, and am taking it after I left the event",Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Slightly too much lecture,Often,Often,Often,Often,All of the time,All of the time,All of the time,All of the time,Yes,Some of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Not very intimidating,,,Little or no knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased a great deal,No change - (Not less or more intimidating),Knowledge increased a great deal,No change - (Not less or more intimidating),No increase in my knowledge,No change - (Not less or more intimidating),,,Knowledge increased a little,No change - (Not less or more intimidating),More motivated,More motivated,More motivated,,No change in motivation,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased slightly,Yes,No change in confidence,Yes,No change in confidence,,,No,Confidence increased slightly,Research staff (including research programmer),,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,Yes,Yes,4
"I have recently completed the workshop, and am taking it after I left the event",Agree,Agree,Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,Often,Often,Often,Often,Often,Yes,Most of it,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,Not very intimidating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased a great deal,Became much less intimating,More motivated,Slightly less motivated,More motivated,N/A - Topic not covered,More motivated,No,Confidence increased slightly,Yes,No change in confidence,No,Confidence increased slightly,Yes,No change in confidence,No,Confidence increased slightly,No,Confidence increased slightly,No,Confidence increased slightly,Research staff (including research programmer),,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,Yes,Yes,8
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Neither intimidating nor unintimidating,,,Little or no knowledge of topic,Slightly intimidating to me,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased slightly,No change - (Not less or more intimidating),,,Knowledge increased a little,Became slightly less intimidating,No change in motivation,More motivated,More motivated,N/A - Topic not covered,More motivated,No,Confidence increased slightly,Yes,No change in confidence,No,Confidence increased slightly,Yes,No change in confidence,No,No change in confidence,No,No change in confidence,No,Confidence increased slightly,Research staff (including research programmer),,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,Yes,Yes,9
"I have just completed the workshop, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,               ,,,,
"I have recently completed the workshop, and am taking it after I left the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,All of it,Little or no knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,N/A or No opinion,Little or no knowledge of topic,Slightly intimidating to me,Knowledge increased a great deal,No change - (Not less or more intimidating),Knowledge increased a great deal,Became much less intimating,Knowledge increased slightly,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased slightly,Became slightly less intimidating,No change in motivation,Much more motivated,Much more motivated,N/A - Topic not covered,No change in motivation,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased a bit,Yes,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased slightly,No,No change in confidence,Research staff (including research programmer),,"     Life Sciences (Genetics, genomics, bioinformatics ) Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,Yes,Yes,10
"I have recently completed the workshop, and am taking it after I left the event",Agree,Agree,Agree,Agree,Agree,Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,Often,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Extensive knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Slightly intimidating to me,Extensive knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Slightly intimidating to me,No increase in my knowledge,No change - (Not less or more intimidating),Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,No increase in my knowledge,N/A - Not covered at this workshop,Knowledge increased slightly,Became slightly less intimidating,More motivated,More motivated,Much more motivated,N/A - Topic not covered,More motivated,Yes,No change in confidence,Yes,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,Maybe,Confidence increased greatly,No,Confidence increased greatly,Maybe,Confidence increased greatly,Research staff (including research programmer),,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Male,Yes,Yes,6
"I have recently completed the workshop, and am taking it after I left the event",Agree,Agree,Agree,Agree,Agree,Agree,Just right,Slightly too much hands-on,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,No,About half of it,Some knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Not at all intimidating,,,Little or no knowledge of topic,Not very intimidating,,,Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased a great deal,Became much less intimating,,,Knowledge increased a great deal,Became much less intimating,,,More motivated,More motivated,,Much more motivated,,Yes,No change in confidence,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased a bit,Yes,No change in confidence,,,,,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Prefer not to say,Yes,No,8
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Slightly fast,Slightly too much lecture,Often,Often,Often,Often,Often,All of the time,All of the time,All of the time,Yes,Most of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,Became much less intimating,Knowledge increased a little,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased a little,Became slightly less intimidating,Slightly less motivated,More motivated,Much more motivated,N/A - Topic not covered,Much more motivated,No,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased a bit,Yes,No change in confidence,No,No change in confidence,No,Confidence increased greatly,Research staff (including research programmer),,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,Yes,Yes,7
