When-Taking-Survey,First-Time,Research,Status,Status-Other,Involvement,Practical-Knowledge,Organize-Data,Use-OpenRefine,Import-Python,Import-R,Visualizations-in-Python,Visualizations-in-R,Construct-SQL,Use-command-line,Skill-Level-Prior,Skill-Level-Following,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Application,Worth-My-Time,Material,Recommend,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Effective,Instructors-Enthusiastic,Workshop-in-US
"I have just completed the workshop, and am taking it at the event",yes,Engineering,Graduate student,,Somewhat involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Very low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Always,Always,Most of the time,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,Astronomy,Graduate student,,Very involved,Some practical knowledge,Agree,Agree,Strongly Agree��,Agree,Agree,Agree,Agree,Strongly Agree,Neither high nor low,About the same,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Always,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,oncology/haematology and systems improvement,Other (please specify),DHB (hospital) employee,Somewhat involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Strongly Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Graduate student,,Somewhat involved,A great deal,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Neither high nor low,Much higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Always,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",no,Human genetics,Graduate student,,Somewhat involved,Some practical knowledge,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,High,Higher,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Most of the time,Most of the time,Usually,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Higher Education,Graduate student,,Somewhat involved,Some practical knowledge,Strongly Agree,Neutral,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Neutral,Agree,Neutral,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Usually,Most of the time,Usually,Most of the time,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Computer Science,Graduate student,,Somewhat involved,A great deal,Agree,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree,Strongly Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Usually,Usually,Usually,Usually,no
"I have recently completed the workshop, and am taking it after I left the event",no,Ecology,Faculty,,Somewhat involved,Some practical knowledge,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,High,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Always,Always,Usually,Most of the time,no
"I have just completed the workshop, and am taking it at the event",yes,Genetics,Graduate student,,Enthusiastically involved,A great deal,Disagree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Neither high nor low,Somewhat higher,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Always,Always,Most of the time,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Marine Science,Other (please specify),PhD student,Somewhat involved,A great deal,Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Strongly Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Always,Always,Most of the time,Always,no
"I have just completed the workshop, and am taking it at the event",yes,Biochemistry,Graduate student,,Very involved,A great deal,Strongly Agree,Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Graduate student,,Enthusiastically involved,A great deal,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Low,Higher,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Most of the time,Most of the time,Most of the time,Most of the time,no
"I have just completed the workshop, and am taking it at the event",yes,Zoology,Graduate student,,Very involved,Some practical knowledge,Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,NA/Not covered at this workshop,Neither high nor low,Higher,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Most of the time,Always,Most of the time,Always,no
"I have just completed the workshop, and am taking it at the event",yes,Genetics,Graduate student,,Very involved,Some practical knowledge,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Always,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,,Graduate student,,Very involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Always,Always,Most of the time,Most of the time,no
"I have just completed the workshop, and am taking it at the event",yes,Medicine,Graduate student,,Very involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",no,Life Sciences,Staff,,Very involved,Some practical knowledge,Strongly Agree,Strongly Agree,Neutral,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Low,Somewhat higher,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Usually,Always,Sometimes,Usually,yes
"I have just completed the workshop, and am taking it at the event",,,Post-doc,,Somewhat involved,A great deal,,,,,,,,,,,,,,,,,Agree,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Immunology,Post-doc,,Very involved,A great deal,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Usually,Usually,Usually,Usually,yes
"I have just completed the workshop, and am taking it at the event",no,Genetics and Genome Sciences,Graduate student,,Very involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree,Strongly Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",no,,Post-doc,,Very involved,Some practical knowledge,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neither high nor low,Higher,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,pathology,Staff,,Very involved,Some practical knowledge,,Neutral,Neutral,Disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Very low,Somewhat higher,Agree,Agree,Neutral,Neutral,Strongly disagree,Neutral,Disagree,Neutral,Sometimes,Most of the time,Sometimes,Usually,yes
"I have just completed the workshop, and am taking it at the event",no,Cell Signaling,Graduate student,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,NA/Not covered at this workshop,Strongly Agree��,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",no,Immunology,Other (please specify),medical fellow,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree��,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,,Post-doc,,Enthusiastically involved,A great deal,Agree,Agree,Strongly Agree��,NA/Not covered at this workshop,Strongly Agree��,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",no,Ecology and Evolution,Staff,,Enthusiastically involved,A great deal,Agree,Strongly Agree,Strongly Agree��,Neutral,Strongly Agree��,Neutral,NA/Not covered at this workshop,NA/Not covered at this workshop,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Always,Always,Most of the time,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,computational biology,Post-doc,,Very involved,A great deal,Agree,Agree,Strongly Agree��,NA/Not covered at this workshop,Strongly Agree��,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,High,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Most of the time,Always,Most of the time,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Genomics,Staff,,Very involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,NA/Not covered at this workshop,Strongly Agree��,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,High,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Immunology,Post-doc,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,NA/Not covered at this workshop,Strongly Agree��,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,High,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",,cancer,Staff,,Very involved,Some practical knowledge,Strongly Agree,Agree,Agree,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Most of the time,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Immunology,Post-doc,,Somewhat involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree,Strongly Agree,High,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Most of the time,Most of the time,Most of the time,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,novel alternative splicing rnasequencing discovery using long read rnaseq,Staff,,Somewhat involved,Some practical knowledge,Agree,Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,,NA/Not covered at this workshop,Very high,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Staff,,Very involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Neither high nor low,Somewhat higher,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Always,Always,Always,Always,no
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Post-doc,,Enthusiastically involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,yes
